# time=2019-03-06T12:45:00Z
lat,lon,pressure,ff,dd
45.047207,13.410583,15400.0,50.07,293
45.608849,13.125028,17700.0,49.87,288
43.218044,14.705836,17900.0,41.64,313
35.321239,-26.609703,18500.0,52.17,317
35.584415,-26.692354,17900.0,50.88,317
44.083435,11.846524,17500.0,42.22,277
32.682766,-0.219412,18400.0,52.67,231
44.209515,11.704074,16900.0,43.75,273
43.569069,-32.607048,15100.0,100.54,298
43.528641,-32.624065,15100.0,107.25,310
45.074154,11.75161,18500.0,44.35,270
44.335415,11.617182,18300.0,41.73,272
44.051422,14.199379,15100.0,43.56,302
43.573555,14.551121,18600.0,43.32,305
45.354008,12.826499,16800.0,48.99,274
32.759136,-0.330934,18500.0,54.0,232
43.686806,-32.65593,14800.0,101.01,298
31.677074,-1.445543,16600.0,54.42,232
45.21534,16.502859,18400.0,54.85,305
43.229263,13.133842,15600.0,43.84,309
34.594326,18.5445,18700.0,27.25,282
44.348362,11.80214,17800.0,41.51,273
32.706474,-0.255504,17600.0,51.6,231
46.740215,17.140039,18400.0,65.66,309
45.470432,16.661661,16600.0,62.59,308
39.029785,10.852747,17200.0,46.52,303
39.031288,10.911998,16400.0,46.34,304
38.342072,10.571885,16000.0,45.73,301
34.633774,18.481575,18500.0,28.12,285
44.297718,11.863902,17900.0,40.05,284
44.352016,-32.039238,16100.0,121.65,312
31.88765,-1.283209,17300.0,55.6,231
47.470459,17.654182,18600.0,69.44,314
44.474789,-32.364872,16800.0,114.81,305
43.263477,14.826936,17200.0,42.82,315
43.446518,-32.935608,15200.0,99.93,298
39.476547,10.750373,16700.0,43.02,299
39.309349,10.852571,17300.0,46.06,301
39.218998,10.823498,17300.0,46.48,303
47.078312,17.101025,18500.0,68.32,312
44.503803,-32.011749,16700.0,126.62,312
43.925987,-32.56749,15000.0,103.61,304
44.380409,-32.43977,15900.0,116.05,310
43.319107,13.223393,15500.0,39.88,302
32.310764,-0.524839,16800.0,54.99,231
46.824459,17.675579,18500.0,64.45,309
44.916069,-32.385674,18200.0,126.37,305
44.704685,-31.976143,17600.0,127.71,309
43.35228,14.780645,18300.0,39.99,312
43.206478,13.172843,16200.0,45.37,311
36.515064,23.593143,18400.0,48.32,290
