# time=2019-03-06T12:00:00Z
lat,lon,pressure,ff,dd
52.403912,11.11974,28700.0,54.77,285
48.45887,9.968332,24100.0,45.27,252
48.666725,9.596108,24100.0,44.6,252
45.735481,-24.684406,28600.0,125.09,309
48.941166,6.267723,26900.0,51.32,231
48.529877,7.70399,25900.0,48.06,244
46.80582,11.360813,25000.0,51.22,265
46.441956,8.739131,26500.0,45.74,252
46.642109,9.182414,24600.0,47.09,254
46.238548,8.997685,26700.0,44.81,251
46.418568,9.715529,26100.0,45.29,251
45.943508,9.890674,25500.0,46.08,251
45.71899,10.113214,25300.0,47.32,254
47.820824,-32.172791,25200.0,120.35,283
47.088276,-32.442604,24800.0,113.91,287
40.146515,-23.774107,28800.0,68.1,308
40.912086,-29.55538,27500.0,87.54,306
38.682762,-27.528439,28000.0,64.79,309
38.417645,-27.579002,27700.0,63.03,309
38.492477,-27.789747,29300.0,60.45,309
38.387058,-27.441742,27200.0,65.97,310
38.305859,-27.116114,25600.0,66.3,311
38.57148,-29.399527,30000.0,63.32,310
38.503792,-28.438072,29800.0,62.67,310
37.961899,-26.730078,25400.0,62.63,310
40.515991,-30.613619,26200.0,81.03,302
38.398338,-29.197077,29600.0,61.22,309
38.630947,-28.754744,29900.0,62.65,310
38.122791,-27.33717,26800.0,62.33,310
37.521873,-26.17288,23900.0,62.6,312
39.465717,-30.501282,26600.0,69.48,303
38.285999,-28.69714,29600.0,61.06,309
40.983261,-32.095142,25400.0,88.9,298
40.60223,-31.042469,25500.0,81.47,298
41.459892,6.338844,26200.0,35.46,240
39.722828,-32.512978,27100.0,58.58,302
41.159958,6.300553,27000.0,36.68,242
41.21254,-36.615253,27200.0,68.06,280
39.9198,-34.669144,24100.0,67.72,303
40.891613,-36.871769,28400.0,61.23,282
40.605316,4.00001,28900.0,51.92,224
40.564613,-36.898098,29300.0,61.29,283
40.195412,3.580357,29200.0,49.89,222
38.241852,6.963326,26200.0,33.55,277
40.780685,2.796536,26600.0,51.44,222
38.14146,5.187459,29200.0,33.97,251
37.399162,3.931429,28700.0,36.84,238
35.610279,18.629692,28500.0,22.33,299
35.380699,18.696421,28900.0,23.39,300
38.138927,2.991104,27700.0,41.82,239
37.519817,3.916405,28600.0,40.39,241
38.157871,2.648533,28500.0,40.95,237
37.916252,3.116368,27300.0,41.28,239
37.655945,3.546221,28000.0,41.02,239
37.499657,3.571221,28400.0,41.0,241
55.86105,13.154434,29500.0,90.41,294
54.159336,12.579903,29200.0,82.18,285
55.110783,12.29644,27500.0,83.36,287
54.76255,12.65347,27600.0,83.81,284
54.297138,12.258791,27600.0,79.57,283
53.962952,12.071688,29500.0,73.68,287
54.735817,12.218202,26900.0,76.17,280
53.721027,12.741874,29700.0,60.15,286
53.916756,11.59058,26900.0,76.45,286
53.438442,11.426064,29200.0,57.59,285
55.461853,9.771811,29700.0,72.51,276
54.235355,10.947017,27300.0,70.11,277
53.900368,10.89016,26600.0,75.87,280
53.670284,10.727884,27600.0,61.37,280
53.741409,8.871157,29600.0,52.14,256
53.181381,8.288119,28200.0,49.96,256
51.77573,9.27236,25300.0,43.45,259
52.751331,8.185203,27900.0,52.69,255
52.004551,8.148487,25100.0,53.25,253
48.467999,9.967026,23900.0,37.88,252
48.934742,8.241241,25100.0,50.88,247
45.708611,-25.211744,27200.0,124.08,306
46.417206,-26.566603,26600.0,125.92,303
47.991085,10.178616,24000.0,42.73,251
46.060123,-26.115793,26900.0,130.13,305
45.75824,-25.444824,27800.0,124.9,307
45.64959,-25.57748,28100.0,127.78,307
47.179096,10.240737,24300.0,43.79,254
48.349304,-28.659126,28900.0,127.99,292
46.825829,8.982933,24500.0,47.77,254
46.535816,8.871971,26200.0,45.46,251
46.457756,7.737974,27200.0,42.36,240
45.904274,9.35735,27100.0,44.36,248
47.098862,-31.220808,25900.0,119.83,293
44.715885,7.313206,24300.0,43.98,251
41.007298,-29.649134,25600.0,85.81,304
38.372101,-27.719444,27800.0,60.1,305
39.966255,-32.006294,27000.0,65.94,300
38.960938,-30.878998,27200.0,59.26,309
37.359463,-27.372643,25400.0,56.63,310
37.33952,-27.742464,26400.0,57.19,307
39.944424,-33.776108,25800.0,67.25,305
37.155022,-27.783569,27000.0,51.18,316
36.937679,-27.765459,25300.0,52.74,316
40.320404,-35.583187,25300.0,61.14,291
39.609474,-33.964462,27400.0,62.02,304
40.805828,-36.060024,26300.0,63.04,288
40.933727,-36.385342,28800.0,61.15,283
40.269543,2.842559,27000.0,51.53,222
38.590549,6.451265,29900.0,32.89,268
40.153709,2.742138,27900.0,48.4,223
38.266209,2.852484,27200.0,41.12,237
37.871609,4.534403,25200.0,34.7,242
38.395321,3.312686,25200.0,41.42,237
38.165291,2.985562,26600.0,40.19,239
38.124336,3.175472,27200.0,41.14,239
