# time=2019-03-06T12:30:00Z
lat,lon,pressure,ff,dd
34.681808,-12.988956,69800.0,21.4,304
34.498569,-12.561152,69300.0,20.58,300
33.709473,-16.509865,69700.0,20.18,328
32.592056,-21.697327,69100.0,15.36,353
32.596973,-21.524744,69400.0,15.15,352
32.451359,-21.919643,68200.0,15.2,355
32.45372,-21.257755,68400.0,16.35,351
32.377754,-21.667765,68200.0,16.07,354
32.362209,-21.722691,68200.0,15.95,355
32.273403,-21.245134,68400.0,16.87,352
32.21875,-21.46278,68700.0,16.76,353
32.193325,-21.695658,68400.0,16.02,357
32.136497,-21.556852,68600.0,16.4,355
31.630674,-22.314316,68200.0,14.2,8
31.633894,-21.606873,68600.0,14.93,7
31.663418,-21.402233,68800.0,15.67,6
31.608988,-21.361759,68600.0,16.43,3
31.624178,-21.219046,69000.0,16.45,3
30.739143,-23.729834,69700.0,15.08,8
30.676474,-23.590654,69600.0,15.21,7
30.646717,-23.553411,68700.0,16.19,5
30.595924,-23.473118,68800.0,15.94,5
30.50819,-23.044598,69100.0,16.87,7
30.090521,-24.633989,67600.0,15.48,16
30.00021,-24.18688,68200.0,15.48,15
29.920805,-23.973921,68600.0,15.64,16
29.902035,-23.541496,69200.0,15.54,16
29.826107,-22.768351,69400.0,15.14,15
29.96081,-24.758266,68700.0,14.55,18
29.82799,-23.357117,69600.0,15.22,16
28.330276,-24.036659,69400.0,12.27,31
28.313896,-24.049288,69100.0,16.27,31
28.247128,-23.816715,69200.0,17.21,26
28.250402,-23.68166,69600.0,17.55,25
28.330276,-24.137337,69000.0,16.18,30
28.269972,-24.148403,69100.0,16.71,28
28.123852,-24.24765,68200.0,14.8,32
28.052458,-24.038336,68500.0,15.5,30
27.47056,-25.28158,69200.0,17.56,42
27.430662,-24.762709,69200.0,14.05,40
27.413736,-24.982199,69600.0,16.37,42
27.460764,-24.938702,69400.0,15.89,43
27.397324,-24.679411,69300.0,14.08,39
27.235979,-23.975641,68700.0,13.38,34
27.209787,-23.805944,69600.0,15.78,34
27.423109,-25.666637,69900.0,17.87,42
27.441698,-24.928495,69500.0,15.97,43
27.164583,-26.031809,69300.0,17.14,47
25.9027,-24.224121,67300.0,15.83,43
25.794796,-24.87945,68300.0,15.69,46
25.798018,-24.831743,68200.0,14.83,44
25.858059,-25.143131,69000.0,15.84,45
25.847454,-26.642879,69300.0,14.86,50
25.794352,-25.014074,69000.0,15.04,46
32.5896,-21.601841,69000.0,15.32,354
32.593067,-21.453754,69400.0,15.78,349
32.477753,-21.700769,68200.0,15.68,354
32.481461,-21.522511,68600.0,16.05,351
32.475891,-22.261225,68000.0,15.9,354
32.341969,-21.496078,68400.0,16.09,354
32.358078,-21.476311,68500.0,16.25,350
32.312618,-21.86223,68200.0,15.44,359
32.242809,-21.592371,68500.0,16.33,355
32.2486,-21.381411,68600.0,16.8,352
32.297878,-20.901638,69000.0,17.14,353
32.200287,-22.848555,69700.0,13.58,0
32.064178,-22.554235,68300.0,14.63,359
32.091557,-22.427008,68100.0,14.9,359
32.08205,-21.771305,68400.0,15.33,358
32.104465,-21.694002,68500.0,15.29,358
32.066162,-21.310068,69000.0,17.11,352
33.885117,38.533264,69600.0,9.55,277
