# time=2019-03-06T12:30:00Z
lat,lon,pressure,ff,dd
55.747444,10.500562,29000.0,70.2,271
54.474907,10.903903,29900.0,54.4,281
48.220692,15.276452,22200.0,66.81,296
48.191235,11.500331,23700.0,46.05,261
48.577003,10.522241,24100.0,43.1,252
48.785683,10.151042,24500.0,43.81,251
45.061649,-23.517498,28300.0,124.62,312
49.155567,6.737437,26400.0,42.36,234
44.22654,14.561152,23000.0,47.53,307
48.693485,8.256276,25200.0,49.21,248
46.824699,11.962467,24800.0,46.88,271
46.549206,9.261433,25500.0,42.34,256
46.751907,9.709446,24000.0,42.35,260
46.346558,9.519146,25600.0,40.99,256
46.528679,10.242561,25500.0,40.53,258
46.052742,10.413209,25400.0,47.73,253
45.828621,10.634545,25600.0,49.11,254
47.566193,-30.77552,25900.0,119.61,290
46.792351,-31.081631,25700.0,115.63,293
39.517971,-22.735579,29100.0,82.67,312
40.446892,-28.763088,27500.0,89.84,309
38.334732,-27.025635,27000.0,64.74,312
38.07185,-27.079569,26800.0,62.64,311
38.148682,-27.289791,29200.0,61.48,311
38.04187,-26.944555,26400.0,64.57,311
37.921268,-26.605541,24900.0,65.79,313
38.159729,-27.930918,30000.0,62.05,310
37.620781,-26.246767,24800.0,62.56,312
40.13546,-29.854462,26100.0,81.84,308
38.053455,-28.681452,29600.0,62.1,308
37.7794,-26.844448,25700.0,59.53,310
37.142334,-25.642712,22600.0,69.53,312
39.18124,-29.897964,25000.0,63.88,306
37.943485,-28.190203,30000.0,61.44,309
35.944416,-23.060692,20700.0,75.09,322
40.629379,-31.225916,24500.0,88.3,303
40.259151,-30.25079,25000.0,81.6,306
36.449009,-24.28336,20700.0,75.07,317
37.186466,-27.782881,29200.0,60.64,311
41.635029,6.661558,26400.0,38.38,239
39.445499,-31.979511,28100.0,55.01,303
36.769932,-25.206896,21600.0,72.2,314
36.014442,-24.114815,20700.0,74.8,317
35.257332,-23.276968,20700.0,75.33,321
41.334415,6.659009,27400.0,39.29,235
36.062988,-23.854437,20600.0,75.11,318
