# time=2019-03-06T12:45:00Z
lat,lon,pressure,ff,dd
33.971493,28.926767,79300.0,14.72,244
33.017853,26.939978,79100.0,12.7,264
50.811317,23.964827,77300.0,21.73,301
50.609467,26.857149,79300.0,18.73,309
50.879711,23.955212,77300.0,21.87,298
51.066734,23.473362,78100.0,18.86,297
47.915939,26.522943,74200.0,24.92,321
34.565926,29.703527,78300.0,15.51,258
50.671162,23.520502,75800.0,17.35,297
50.796406,23.202417,76400.0,17.58,290
49.924694,26.448252,78500.0,19.76,310
35.370083,-9.426771,78100.0,26.6,297
34.503452,29.587627,78600.0,14.33,260
50.910408,23.849941,77200.0,20.94,301
39.22963,-10.250448,79500.0,36.77,287
39.090919,-10.561248,79400.0,37.82,289
37.426636,-12.211936,78400.0,27.19,308
36.040939,-13.358725,73700.0,25.64,311
35.112396,-14.351696,75000.0,22.27,318
35.432091,-10.248546,74400.0,22.76,288
35.390766,-9.863768,74500.0,24.95,293
35.283283,-9.995161,74700.0,24.69,291
35.386829,-10.661948,74800.0,23.01,290
34.509811,-14.535256,70400.0,21.44,307
34.35973,-13.412523,72500.0,22.5,308
34.602531,-11.616117,76500.0,23.43,298
34.051079,-12.955947,74000.0,20.95,314
34.363609,-13.125415,72700.0,22.18,308
33.888863,-13.538072,75100.0,22.19,314
34.130905,-12.48722,75500.0,21.25,303
33.635132,-14.466897,73100.0,19.24,318
33.689503,-12.921503,76600.0,20.81,318
33.52108,-13.222015,78100.0,21.56,317
33.76841,-12.334163,75500.0,21.2,301
33.506962,-12.917591,78900.0,20.95,319
33.236092,-14.511778,78700.0,18.26,326
33.130428,-13.405753,79900.0,20.78,320
33.052338,-15.331838,79900.0,19.68,328
32.999508,-14.446771,80000.0,17.15,321
33.158207,-13.368449,79900.0,21.12,319
32.903584,-14.682253,79700.0,16.9,320
32.741447,-14.521352,79400.0,16.89,318
32.599857,-14.620244,77800.0,17.01,320
32.446133,-14.820601,79200.0,18.21,332
